	S5	S6	S7	S8	S13	S14	S15	S16	S21	S22	S23	S24
PENG0000000408	1	3	2	6	0	0	0	6	4	0	11	6
PENG0000000409	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000410	23141	21111	15661	17792	20890	14048	24707	17202	21874	15385	15896	9162
PENG0000000411	7	10	7	12	8	9	18	1	65	24	51	2
PENG0000000412	0	0	0	1	0	0	0	0	0	0	0	0
PENG0000000413	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000414	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000415	3693	2900	3577	3386	4526	2826	3853	2666	3807	1975	3905	3814
PENG0000000416	3	8	8	2	4	3	3	2	3	4	2	7
PENG0000000417	612	955	650	935	728	734	786	884	656	922	480	918
PENG0000000418	4875	4164	5104	5467	5681	4408	5362	3827	4805	3071	5152	5887
PENG0000000419	2	1	0	0	2	0	0	5	0	2	0	0
PENG0000000420	1359	1045	904	1001	1509	831	918	1149	1495	828	1131	807
PENG0000000421	2	19	6	16	0	1	2	45	0	10	4	24
PENG0000000422	74	52	103	62	55	69	66	58	36	27	60	75
PENG0000000423	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000424	9302	12276	9994	15762	6686	7755	18995	14954	10054	8971	11360	7170
PENG0000000425	0	0	1	0	0	0	0	3	0	0	0	0
PENG0000000426	1485	1448	1376	1555	1589	1356	1459	1742	1284	1125	1275	1492
PENG0000000427	1	2	4	3	1	1	1	1	1	0	1	1
PENG0000000428	0	0	0	0	0	0	0	0	0	0	0	1
PENG0000000429	5	5	6	10	6	6	7	3	7	0	8	3
PENG0000000430	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000431	0	10	0	7	0	5	0	0	0	2	0	2
PENG0000000432	1184	1618	1551	1560	1320	869	1663	1531	1416	1134	1727	1630
PENG0000000433	0	0	0	0	0	0	3	0	0	0	1	0
PENG0000000434	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000435	0	9	0	13	3	22	3	2	0	13	2	5
PENG0000000436	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000437	1411	61	749	29	1174	33	1303	316	611	42	341	77
PENG0000000438	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000439	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000440	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000441	2256	3303	1811	3495	2541	2120	2219	4020	2629	2364	2138	3067
PENG0000000442	5	16	9	27	6	1	7	3	2	27	0	59
PENG0000000443	982	3494	1248	2671	1157	1881	1466	1895	1131	2259	1224	2543
PENG0000000444	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000445	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000446	4728	3173	4035	3858	4930	2303	4297	3271	4393	2554	4239	3944
PENG0000000447	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000448	0	5	0	5	0	9	0	0	0	0	0	3
PENG0000000449	0	0	2	2	0	4	1	4	0	1	0	0
PENG0000000450	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000451	1	6	0	1	0	0	1	0	0	0	0	1
PENG0000000452	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000453	1	0	0	0	0	0	0	0	0	1	0	0
PENG0000000454	13034	16615	21581	20928	13407	6898	25521	29668	14712	10303	27019	14128
PENG0000000455	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000456	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000457	122	2990	2812	2530	224	2111	3033	1324	154	2417	1529	2690
PENG0000000458	21722	17035	26377	25652	21474	13020	23237	16316	19624	12105	25459	29207
PENG0000000459	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000460	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000461	1	5	7	0	0	4	3	4	6	0	1	7
PENG0000000462	0	6	0	4	0	8	2	0	0	0	1	1
PENG0000000463	0	1	2	1	1	0	0	0	0	0	3	2
PENG0000000464	0	0	0	0	0	0	0	0	0	4	0	0
PENG0000000465	180	218	146	226	241	267	158	329	190	177	147	217
PENG0000000466	99	347	208	349	69	205	149	130	81	159	143	446
PENG0000000467	2	0	3	1	0	5	2	1	3	0	2	4
PENG0000000468	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000469	1231	1589	1376	1423	1317	1466	1268	1581	1168	1259	1414	1310
PENG0000000470	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000471	45	48	24	33	64	10	15	63	56	33	28	23
PENG0000000472	0	15	0	6	0	15	0	3	0	13	1	11
PENG0000000473	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000474	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000475	2841	2966	1650	1914	2997	3021	1440	1999	1972	2453	1015	2219
PENG0000000476	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000477	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000478	413	690	380	636	403	601	381	633	326	547	313	794
PENG0000000479	79	84	56	54	83	65	60	84	131	54	69	61
PENG0000000480	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000481	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000482	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000483	3210	4076	2230	4454	3403	3727	2136	5827	4643	2141	2815	4245
PENG0000000484	9144	8713	8403	8917	10457	6095	10733	9658	10664	7080	9369	6923
PENG0000000485	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000486	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000487	0	0	1	0	0	0	2	2	0	0	0	0
PENG0000000488	0	0	0	1	0	0	0	5	0	2	0	3
PENG0000000489	75	129	58	140	54	219	92	57	62	136	142	126
PENG0000000490	0	0	0	2	0	0	1	0	1	0	0	0
PENG0000000491	0	4	0	2	0	3	0	0	0	2	0	2
PENG0000000492	1197	2026	1216	1370	1228	1436	1426	1014	1175	1354	972	1307
PENG0000000493	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000494	3	0	0	1	1	0	0	0	0	0	0	0
PENG0000000495	0	0	0	0	0	0	0	0	0	0	1	0
PENG0000000496	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000497	0	0	0	0	0	0	1	1	1	0	1	0
PENG0000000498	30	140	182	329	25	63	163	145	45	72	132	325
PENG0000000499	0	2	0	2	0	0	1	0	0	0	0	0
PENG0000000500	24	48	128	94	33	4	63	42	27	35	128	103
PENG0000000501	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000502	950	1656	917	1607	954	1068	908	2353	982	1297	1010	1742
PENG0000000503	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000504	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000505	0	1	2	0	0	0	0	0	0	0	0	0
PENG0000000506	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000507	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000508	0	5	3	1	0	0	5	0	0	2	1	2
PENG0000000509	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000510	1447	2319	1162	2228	1667	1698	1456	3151	1626	1884	1175	1940
PENG0000000511	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000512	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000513	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000514	8283	8448	5671	8955	9591	6773	5590	6648	6868	6021	6520	7978
PENG0000000515	0	18	2	17	1	17	2	24	2	14	3	22
PENG0000000516	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000517	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000518	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000519	0	0	0	0	0	0	0	0	0	0	0	1
PENG0000000520	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000521	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000522	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000000523	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000524	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000525	392	699	592	694	446	383	710	1290	373	582	656	838
PENG0000000526	13483	9268	13086	11308	14622	6718	14974	8759	14445	6909	17073	10103
PENG0000000527	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000528	0	2	0	1	0	0	0	5	0	1	0	0
PENG0000000529	0	0	0	5	0	1	5	0	0	2	5	3
PENG0000000530	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000531	574	620	910	810	627	691	1097	245	671	532	991	604
PENG0000000532	124	721	142	299	123	679	138	934	120	895	68	344
PENG0000000533	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000534	0	0	0	1	2	0	0	3	0	4	2	0
PENG0000000535	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000536	0	0	0	1	0	0	0	0	0	0	0	0
PENG0000000537	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000538	1	67	43	88	4	55	24	79	15	26	42	96
PENG0000000539	2	3	7	1	4	1	2	0	2	2	1	2
PENG0000000540	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000541	3493	2384	2107	2054	3956	2398	2517	1856	3700	1688	2543	1881
PENG0000000542	4	70	34	52	11	18	44	29	17	55	55	64
PENG0000000543	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000544	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000545	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000546	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000547	0	1045	246	799	0	197	380	0	182	869	89	827
PENG0000000548	0	0	0	0	0	0	0	1	0	0	0	0
PENG0000000549	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000550	1	8	7	3	2	1	3	11	7	4	2	2
PENG0000000551	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000552	234	1051	512	688	251	250	1364	477	460	850	702	566
PENG0000000553	1978	2067	2547	2662	2056	2753	2678	2662	1945	1662	2344	2748
PENG0000000554	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000555	281	449	302	398	411	366	328	246	393	313	308	334
PENG0000000556	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000557	0	11	0	15	0	22	0	5	0	16	0	11
PENG0000000558	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000559	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000560	3	9	1	0	2	0	0	8	5	7	4	3
PENG0000000561	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000562	2	56	2	32	7	45	10	70	1	63	2	34
PENG0000000563	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000564	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000565	4	1	5	2	1	0	0	1	5	0	4	0
PENG0000000566	6054	4353	5027	3139	6176	3571	5233	2677	5889	3549	4808	3200
PENG0000000567	7	37	15	11	14	0	9	11	15	24	14	11
PENG0000000568	97	559	133	298	123	158	139	1143	67	356	145	235
PENG0000000569	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000570	11	0	10	3	24	0	13	0	6	0	10	0
PENG0000000571	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000572	4563	4721	2750	3600	5499	4632	3814	6651	3227	4639	1886	4716
PENG0000000573	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000574	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000575	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000576	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000577	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000578	0	0	0	1	4	2	0	1	0	0	0	0
PENG0000000579	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000580	0	3	0	0	0	0	0	15	0	7	0	2
PENG0000000581	28	11	43	24	37	9	66	32	46	10	59	5
PENG0000000582	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000583	32	11	15	7	36	26	31	6	39	21	25	5
PENG0000000584	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000585	8099	11632	12543	11076	8524	7912	12897	7774	8657	7326	13738	11033
PENG0000000586	0	0	0	0	0	0	0	0	0	0	3	0
PENG0000000587	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000588	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000589	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000590	0	2	5	0	0	5	0	1	1	0	0	0
PENG0000000591	3603	2500	3138	2350	4305	2769	4162	2239	4632	2051	4582	1951
PENG0000000592	3420	4762	2431	3280	3597	4535	2581	2925	3495	3742	2433	2996
PENG0000000593	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000594	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000595	1052	1903	702	1751	1207	1539	793	2163	1081	1277	789	1502
PENG0000000596	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000597	649	597	656	534	572	404	672	468	760	487	577	505
PENG0000000598	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000599	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000600	0	0	0	0	0	0	3	0	0	0	1	0
PENG0000000601	765	677	269	306	759	622	300	357	764	631	322	279
PENG0000000602	2246	2163	1941	1983	2624	2245	2035	1737	2274	1696	2141	1852
PENG0000000603	0	0	0	0	0	0	0	0	0	2	0	0
PENG0000000604	8	45	1	17	8	23	3	26	1	19	6	26
PENG0000000605	1004	652	801	548	1036	582	849	610	907	515	906	642
PENG0000000606	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000607	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000608	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000609	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000610	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000611	1	0	1	0	1	1	3	0	0	0	1	0
PENG0000000612	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000613	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000614	0	0	0	0	0	45	2	0	0	17	0	1
PENG0000000615	0	0	0	1	0	0	0	1	0	0	0	1
PENG0000000616	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000617	0	0	0	0	1	0	1	0	0	1	0	1
PENG0000000618	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000619	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000620	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000621	0	1	0	0	0	0	0	0	0	0	2	0
PENG0000000622	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000623	1663	1804	1782	1661	1738	1199	2132	1894	1726	1364	1998	1958
PENG0000000624	14	42	28	39	14	2	48	11	20	22	31	44
PENG0000000625	6	33	3	20	13	21	1	24	1	27	4	13
PENG0000000626	11	6	12	9	8	6	5	27	10	11	2	8
PENG0000000627	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000628	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000629	425	588	404	468	411	605	439	404	446	383	522	599
PENG0000000630	0	19	0	0	0	0	0	37	0	12	2	0
PENG0000000631	14	15	13	30	10	12	11	26	9	26	21	22
PENG0000000632	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000633	38	297	51	134	25	309	43	67	60	207	58	179
PENG0000000634	473	982	449	824	495	453	593	828	472	727	401	611
PENG0000000635	0	4	0	8	4	29	0	1	0	9	0	5
PENG0000000636	3	1	0	0	0	2	1	0	1	1	1	1
PENG0000000637	3049	3445	2296	2474	3225	3920	2237	3032	2435	2757	1815	2942
PENG0000000638	0	22	0	11	0	30	0	7	0	31	0	13
PENG0000000639	530	416	633	371	530	509	775	774	684	369	964	340
PENG0000000640	0	7	1	4	0	6	2	0	1	6	3	1
PENG0000000641	6	45	47	22	10	17	25	27	2	26	56	9
PENG0000000642	100	10	102	6	66	5	101	11	145	8	115	5
PENG0000000643	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000644	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000645	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000646	52	15	62	14	48	17	89	3	156	7	134	16
PENG0000000647	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000648	0	1	0	0	0	0	0	0	0	0	0	0
PENG0000000649	5	93	75	147	11	70	85	127	8	40	61	139
PENG0000000650	1	4	3	0	0	0	0	0	1	0	0	0
PENG0000000651	135	188	110	138	154	165	94	135	102	134	117	108
PENG0000000652	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000653	1681	2478	2276	3097	1843	1868	1958	3040	1487	1666	2144	3420
PENG0000000654	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000655	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000656	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000657	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000658	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000659	18	17	15	23	7	8	20	84	14	17	13	26
PENG0000000660	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000661	168	645	358	742	211	596	251	470	155	418	398	678
PENG0000000662	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000663	284	361	182	226	347	246	183	605	507	275	228	173
PENG0000000664	0	0	0	0	0	0	0	0	0	0	1	0
PENG0000000665	0	1	0	2	0	1	1	0	0	3	0	3
PENG0000000666	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000667	4	10	3	6	5	2	7	5	8	5	5	11
PENG0000000668	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000669	0	6	8	12	1	0	22	0	3	3	13	8
PENG0000000670	7	3	11	3	22	1	9	3	41	0	12	8
PENG0000000671	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000672	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000673	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000674	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000675	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000676	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000677	234	403	356	246	303	228	406	316	297	366	357	272
PENG0000000678	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000679	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000680	1303	1126	1877	1183	1445	1067	1726	1599	1156	884	1673	1512
PENG0000000681	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000682	3	5	1	5	0	0	3	11	6	5	5	3
PENG0000000683	0	1	0	1	0	4	0	0	0	3	0	0
PENG0000000684	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000685	0	4	5	9	0	4	9	5	3	2	42	4
PENG0000000686	10544	5473	8893	6979	10926	6023	9105	6764	9585	3852	9751	8118
PENG0000000687	0	4	3	2	1	0	0	3	0	3	0	1
PENG0000000688	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000689	29	70	19	35	35	29	34	41	34	52	32	26
PENG0000000690	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000691	0	0	0	0	0	0	0	1	0	0	0	0
PENG0000000692	2	29	6	8	9	14	5	4	7	40	1	7
PENG0000000693	860	943	745	838	763	359	1115	1224	1066	934	729	484
PENG0000000694	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000695	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000696	0	0	0	0	0	4	0	0	0	0	0	0
PENG0000000697	1	28	8	78	3	0	15	89	1	17	17	56
PENG0000000698	19012	20027	15539	19759	22416	20003	15779	21191	18858	15026	15377	22834
PENG0000000699	1	4	0	3	0	0	4	13	2	2	2	1
PENG0000000700	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000701	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000702	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000703	0	0	4	0	0	0	8	0	0	0	0	1
PENG0000000704	7	4	9	10	5	13	8	1	12	4	4	5
PENG0000000705	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000706	118	279	172	163	160	439	171	158	47	214	59	225
PENG0000000707	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000708	2	6	2	6	0	8	8	7	5	10	2	9
PENG0000000709	5666	4978	3102	6070	5905	2987	4222	5609	5133	3842	2843	5895
PENG0000000710	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000711	16	15	15	20	15	13	15	22	25	23	17	18
PENG0000000712	0	8	2	12	0	0	1	224	0	3	0	10
PENG0000000713	94	957	4752	6944	70	560	4401	2302	130	459	4611	7051
PENG0000000714	3	5	5	3	1	6	3	0	1	6	2	6
PENG0000000715	35	41	12	45	43	5	15	170	54	22	16	16
PENG0000000716	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000717	0	0	0	2	0	0	1	0	0	0	1	0
PENG0000000718	0	4	0	2	0	3	0	1	0	0	0	2
PENG0000000719	4	39	9	35	10	21	6	53	16	24	11	19
PENG0000000720	510	1171	561	1458	528	1285	553	3189	414	866	500	1624
PENG0000000721	0	0	0	0	0	0	0	1	0	0	0	0
PENG0000000722	7285	7629	4529	6131	7794	7318	4288	4709	7011	5774	4602	6325
PENG0000000723	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000724	4	1	4	3	0	14	0	2	0	4	2	7
PENG0000000725	1169	1336	1174	1701	1360	803	1124	3453	827	788	771	1584
PENG0000000726	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000727	0	0	0	1	0	11	0	0	0	0	0	0
PENG0000000728	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000729	4	0	0	0	0	0	0	5	1	4	1	4
PENG0000000730	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000731	0	1	0	0	0	0	0	0	0	0	0	0
PENG0000000732	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000733	191	343	140	192	209	232	151	174	163	253	159	240
PENG0000000734	14	59	31	90	16	29	40	73	24	72	32	88
PENG0000000735	17	32	25	21	16	12	37	13	30	49	59	21
PENG0000000736	12717	11120	11345	11451	14451	9503	12431	9317	12753	9181	12620	10449
PENG0000000737	0	1	0	0	0	0	0	0	0	0	0	0
PENG0000000738	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000739	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000740	1532	1805	1316	1734	1825	1914	1070	3380	1528	1252	1121	1683
PENG0000000741	300	256	265	242	324	248	299	232	297	216	249	329
PENG0000000742	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000743	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000744	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000745	0	0	0	0	0	0	1	0	0	1	0	0
PENG0000000746	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000747	7459	6629	4922	5554	8258	5691	4847	2764	5911	5107	3882	5245
PENG0000000748	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000749	0	2	2	3	0	0	3	3	0	2	8	3
PENG0000000750	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000751	15	191	64	60	18	166	63	32	1	149	65	82
PENG0000000752	0	0	0	0	0	0	0	1	1	0	0	0
PENG0000000753	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000754	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000755	71	39	49	43	97	37	48	29	88	0	66	50
PENG0000000756	0	0	0	0	0	0	1	0	0	1	0	0
PENG0000000757	4	0	0	0	1	0	0	1	1	1	0	0
PENG0000000758	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000759	8454	10861	6464	10654	8704	9123	9214	5163	8381	7540	5750	11285
PENG0000000760	84	89	54	42	60	57	59	37	87	76	51	41
PENG0000000761	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000762	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000763	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000764	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000765	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000766	2	0	0	0	0	0	0	1	0	0	0	1
PENG0000000767	11169	1539	7818	2177	11514	1144	9079	996	10425	1100	9326	2036
PENG0000000768	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000769	4	0	7	0	1	0	8	4	1	5	2	0
PENG0000000770	5043	4978	3810	4271	5616	4149	4038	4119	5281	4350	3931	4052
PENG0000000771	937	1903	859	1482	1076	1709	902	2043	994	1697	783	1591
PENG0000000772	3	12	4	7	2	40	0	0	4	7	1	8
PENG0000000773	22	49	504	57	39	7	84	420	186	42	2783	55
PENG0000000774	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000775	2	58	10	35	1	48	14	34	0	30	3	41
PENG0000000776	37	38	46	48	30	36	96	13	46	63	79	40
PENG0000000777	0	1	3	0	2	0	2	0	2	0	0	1
PENG0000000778	0	1	0	0	0	0	0	2	0	0	0	1
PENG0000000779	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000780	4527	2791	4677	3007	4625	3659	4352	2890	4001	1871	4536	3357
PENG0000000781	0	0	0	0	0	0	0	0	0	0	0	1
PENG0000000782	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000783	0	0	0	0	0	0	0	2	0	0	0	0
PENG0000000784	0	0	0	0	1	4	0	7	2	1	0	2
PENG0000000785	0	2	1	2	0	9	3	0	0	0	0	0
PENG0000000786	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000787	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000788	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000789	0	9	1	5	0	4	1	4	0	2	4	12
PENG0000000790	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000791	0	1	0	0	0	0	1	0	0	2	3	1
PENG0000000792	1	42	3	21	7	9	7	26	2	49	4	16
PENG0000000793	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000794	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000000795	22	76	18	57	29	105	10	98	10	71	12	56
PENG0000000796	17	2	9	9	7	1	10	3	6	0	0	3
PENG0000000797	1	0	0	0	0	0	0	0	0	0	0	0
PENG0000000798	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000799	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000800	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000801	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000802	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000000803	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000804	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000805	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000806	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000807	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000808	2687	1698	2055	2075	2438	2627	2413	1318	2034	1554	2055	2568
PENG0000000809	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000810	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000811	0	0	0	0	2	0	0	0	0	0	0	0
PENG0000000812	1741	2063	1822	2428	1818	1796	1927	2080	1764	1642	1740	2297
PENG0000000813	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000814	2699	2360	2717	2374	2602	1871	2395	1310	2106	1723	2635	2636
PENG0000000815	58	339	96	190	83	297	70	97	64	308	77	187
PENG0000000816	0	1	0	1	0	6	0	7	0	1	0	2
PENG0000000817	0	1	0	1	0	0	0	0	0	0	0	2
PENG0000000818	1	1	0	0	0	0	1	0	0	0	0	1
PENG0000000819	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000000820	1923	4320	1425	3342	2029	2506	1614	5204	2041	3330	1345	2745
PENG0000000821	1	0	0	0	0	3	0	0	0	1	0	0
PENG0000000822	0	0	0	1	0	0	0	0	0	1	0	0
PENG0000000823	3	0	5	6	5	1	4	2	5	0	2	5
